title	words_men	words_women	frac_women	script_id	imdb_id	year	gross
Cobb	12644.0	605.0	0.0456638236848064	813	tt0109450	1994	2.0
Code of Silence	2948.0	412.0	0.12261904761904761	811	tt0088936	1985	
Cold Mountain	11568.0	12274.0	0.5148058048821408	2033	tt0159365	2003	137.0
Collateral	9768.0	1616.0	0.14195361911454674	2035	tt0369339	2004	140.0
Collateral Damage	4222.0	470.0	0.10017050298380221	815	tt0233469	2002	59.0
Colombiana	6248.0	1417.0	0.18486627527723418	2041	tt1657507	2011	40.0
Color of Night	13761.0	4368.0	0.24093993049809698	2042	tt0109456	1994	41.0
Come See the Paradise	4286.0	2787.0	0.3940336490880814	5298	tt0099291	1990	1.0
Coming to America	5734.0	1443.0	0.20105893827504528	7429	tt0094898	1988	270.0
Complete Guide to Guys	7805.0	2977.0	0.2761083286959748	2114	tt0407680	2005	
Conan the Barbarian	6568.0	2009.0	0.2342310831292993	2046	tt0816462	2011	23.0
Confessions of a Dangerous Mind	5453.0	1869.0	0.2552581261950287	814	tt0270288	2002	
Confidence	10602.0	1170.0	0.09938837920489296	2050	tt0310910	2003	17.0
Conspiracy Theory	5641.0	2672.0	0.321424275231565	4039	tt0118883	1997	144.0
Constantine	6784.0	2930.0	0.30162651842701255	818	tt0360486	2005	102.0
Contact	6876.0	4870.0	0.414609228673591	821	tt0118884	1997	191.0
Conviction	2166.0	5231.0	0.707178585913208	4040	tt1244754	2010	7.0
Cool Hand Luke	10122.0	428.0	0.04056872037914692	4041	tt0061512	1967	
Cop Out	9939.0	307.0	0.02996291235604138	4042	tt1385867	2010	49.0
Copycat	9936.0	16078.0	0.6180518182517106	2056	tt0112722	1995	64.0
Coraline	1648.0	4436.0	0.7291255752794215	5392	tt0327597	2009	87.0
Coriolanus	9192.0	2623.0	0.2220059246720271	2059	tt1372686	2011	0.0
Cosmopolis	6498.0	2278.0	0.25957155879671834	6614	tt1480656	2012	0.0
Courage Under Fire	10536.0	1850.0	0.14936218310996285	2062	tt0115956	1996	115.0
Cowboys & Aliens	11660.0	2763.0	0.19156902170144907	2063	tt0409847	2011	109.0
Cradle 2 the Grave	7197.0	1003.0	0.1223170731707317	822	tt0306685	2003	49.0
Crank	4578.0	613.0	0.11808900019264111	2066	tt0479884	2006	36.0
Crash	8110.0	2552.0	0.23935471768898894	4047	tt0375679	2004	76.0
Crazy Heart	9029.0	1537.0	0.14546659095211054	4050	tt1263670	2009	45.0
Crazy, Stupid, Love.	8177.0	4260.0	0.34252633271689314	2073	tt1570728	2011	92.0
Crazylove	4645.0	6579.0	0.5861546685673557	4034	tt0416658	2005	
Creation	5983.0	2147.0	0.26408364083640834	2075	tt0974014	2009	
Creepshow	8891.0	1799.0	0.16828811973807298	6549	tt0083767	1982	
Crime Spree	8482.0	408.0	0.045894263217097865	830	tt0310924	2003	
Critters 2	2515.0	1047.0	0.293935991016283	7261	tt0094919	1988	8.0
Croupier	12600.0	4200.0	0.25	2083	tt0159382	1998	11.0
Cruel Intentions	10518.0	9754.0	0.48115627466456196	2091	tt0139134	1999	65.0
Cube	4892.0	3618.0	0.42514688601645123	2095	tt0123755	1997	0.0
Cujo	1956.0	1136.0	0.36739974126778785	6540	tt0085382	1983	58.0
Curly Sue	4934.0	5214.0	0.5137958218368152	6612	tt0101635	1991	69.0
Cursed	3967.0	2615.0	0.3972956548161653	8277	tt0257516	2005	26.0
Cyrus	4186.0	2547.0	0.3782860537650379	7623	tt1336617	2010	8.0
Daddy's Home	7413.0	1790.0	0.19450179289362166	8234	tt1528854	2015	147.0
Dallas Buyers Club	6225.0	1138.0	0.15455656661686812	4065	tt0790636	2013	29.0
Dances with Wolves	14036.0	1498.0	0.09643362945796317	2100	tt0099348	1990	378.0
Danny Collins	6695.0	1952.0	0.2257430322655256	5396	tt1772288	2015	5.0
Dark City	9546.0	430.0	0.04310344827586207	2101	tt0118929	1998	26.0
Date Night	9940.0	5690.0	0.364043506078055	2112	tt1279935	2010	108.0
Dave	7227.0	1174.0	0.13974526842042614	4078	tt0106673	1993	133.0
Day of the Dead	5039.0	1048.0	0.1721701987842944	844	tt0088993	1985	
Daybreakers	3898.0	891.0	0.18605136771768638	4087	tt0433362	2009	34.0
Days of Heaven	9465.0	4195.0	0.3071010248901903	848	tt0077405	1978	
Days of Thunder	6443.0	807.0	0.11131034482758621	7383	tt0099371	1990	170.0
Dazed and Confused	7496.0	2518.0	0.2514479728380268	8809	tt0106677	1993	16.0
Dead Again	4126.0	1402.0	0.2536179450072359	7549	tt0101669	1991	78.0
Dead Poets Society	22390.0	1036.0	0.044224366088960985	2126	tt0097165	1989	210.0
Dead Ringers	3165.0	2906.0	0.47866908252347223	7215	tt0094964	1988	19.0
Dear White People	7000.0	4131.0	0.3711256850238074	5397	tt2235108	2014	4.0
Death Becomes Her	763.0	1491.0	0.6614906832298136	7342	tt0104070	1992	122.0
Death at a Funeral	14995.0	3745.0	0.19983991462113126	2130	tt1321509	2010	47.0
Death to Smoochy	7375.0	1810.0	0.1970604246053348	850	tt0266452	2002	12.0
Deceived	2413.0	3618.0	0.5999005140109435	7870	tt0101694	1991	59.0
Deception	7565.0	972.0	0.11385732692983484	851	tt0800240	2008	5.0
Deconstructing Harry	2030.0	663.0	0.2461938358707761	6709	tt0118954	1997	20.0
Deep Cover	7058.0	809.0	0.10283462565145544	852	tt0104073	1992	34.0
Deep Rising	4454.0	667.0	0.13024799843780513	2139	tt0118956	1998	20.0
Defending Your Life	9822.0	3837.0	0.2809136832857457	8274	tt0101698	1991	33.0
Defiance	9428.0	1521.0	0.1389167960544342	855	tt1034303	2008	34.0
Deja Vu	12619.0	2518.0	0.1663473607716192	7386	tt0453467	2006	85.0
Deliver Us from Evil	5986.0	749.0	0.11121009651076466	7325	tt2377322	2014	32.0
Deliverance	6738.0	194.0	0.02798615118291979	4101	tt0068473	1972	
Delivery Man	6323.0	778.0	0.10956203351640614	8282	tt2387559	2013	32.0
Demolition Man	5170.0	1556.0	0.2313410645257211	7880	tt0106697	1993	122.0
Despicable Me	3576.0	1368.0	0.2766990291262136	4105	tt1323594	2010	277.0
Despicable Me 2	3907.0	2271.0	0.367594690838459	2148	tt1690953	2013	393.0
Detroit Rock City	18426.0	4132.0	0.1831722670449508	2150	tt0165710	1999	7.0
Devil in a Blue Dress	18466.0	2660.0	0.12591119946984758	2152	tt0112857	1995	32.0
Diabolique	1586.0	4634.0	0.745016077170418	8513	tt0116095	1996	33.0
Die Hard	14952.0	1200.0	0.07429420505200594	2154	tt0095016	1988	172.0
Die Hard 2	8908.0	1438.0	0.13899091436303884	2156	tt0099423	1990	242.0
Diner	7690.0	1370.0	0.15121412803532008	2158	tt0083833	1982	41.0
Dinner for Schmucks	7341.0	1386.0	0.15881746304572017	4115	tt0427152	2010	80.0
Disturbia	4410.0	1937.0	0.3051835512840712	863	tt0486822	2007	101.0
Do the Right Thing	4850.0	1070.0	0.18074324324324326	861	tt0097216	1989	60.0
Dog Day Afternoon	8396.0	1292.0	0.1333608587943848	864	tt0072890	1975	
Dogma	22322.0	10480.0	0.31949271385891104	2172	tt0120655	1999	52.0
Dolores Claiborne	2380.0	5794.0	0.7088328847565452	7050	tt0109642	1995	48.0
Domino	4437.0	5945.0	0.5726256983240223	4121	tt0421054	2005	13.0
Donnie Brasco	11744.0	1720.0	0.12774806892453952	866	tt0119008	1997	79.0
Donnie Darko	3877.0	2982.0	0.4347572532439131	2177	tt0246578	2001	1.0
Doom	4906.0	1824.0	0.27102526002971766	8826	tt0419706	2005	38.0
Doomsday	7546.0	3610.0	0.32359268555037646	7696	tt0483607	2008	13.0
Dope	6844.0	1347.0	0.16444878525210596	8056	tt3850214	2015	18.0
Double Indemnity	9783.0	3563.0	0.2669713771916679	869	tt0036775	1944	
Doubt	2812.0	5119.0	0.6454419367040726	8827	tt0918927	2008	40.0
Down and Out in Beverly Hills	5719.0	591.0	0.0936608557844691	8220	tt0090966	1986	145.0
Dr. Jekyll and Mr. Hyde	4655.0	2452.0	0.34501196003939777	8239	tt0033553	1941	
Dracula	6345.0	2584.0	0.28939410908276403	6105	tt0103874	1992	172.0
Dracula 2000	2404.0	1326.0	0.3554959785522788	6106	tt0219653	2000	53.0
Dracula Untold	5389.0	676.0	0.11145919208573785	6266	tt0829150	2014	59.0
Drag Me to Hell	7852.0	17236.0	0.6870216836734694	2182	tt1127180	2009	48.0
Dragonslayer	4697.0	1467.0	0.23799480856586633	868	tt0082288	1981	18.0
Dreamcatcher	4341.0	123.0	0.027553763440860215	6552	tt0285531	2003	48.0
Dredd	3298.0	1838.0	0.35786604361370716	6420	tt1343727	2012	14.0
Drive	4443.0	832.0	0.15772511848341234	2184	tt0780504	2011	38.0
Drive Angry	2692.0	1472.0	0.35350624399615754	2187	tt1502404	2011	11.0
Drop Dead Gorgeous	2734.0	11134.0	0.8028554946639747	2188	tt0157503	1999	18.0
Drugstore Cowboy	9401.0	2451.0	0.20680053999325007	8073	tt0097240	1989	10.0
Duck Soup	4338.0	724.0	0.1430264717502963	873	tt0023969	1933	
Dumb & Dumber	16264.0	1846.0	0.10193263390392049	2193	tt0109686	1994	264.0
Dumb and Dumber To	9061.0	2783.0	0.23497129348193177	6617	tt2096672	2014	91.0
Dune	4791.0	1261.0	0.2083608724388632	875	tt0087182	1984	70.0
Duplex	3564.0	4034.0	0.5309291918926033	4146	tt0266489	2003	13.0
Eagle Eye	4972.0	4113.0	0.4527242707760044	879	tt1059786	2008	122.0
Eastern Promises	4033.0	1812.0	0.3100085543199316	2201	tt0765443	2007	21.0
Easy A	1296.0	10289.0	0.8881312041432887	2202	tt1282140	2010	64.0
Ed Wood	12591.0	1926.0	0.13267203967761934	8831	tt0109707	1994	12.0
Edge of Darkness	11243.0	701.0	0.058690555927662424	4150	tt1226273	2010	47.0
Edtv	18050.0	6592.0	0.2675107539972405	2204	tt0131369	1999	38.0
Edward Scissorhands	1670.0	3326.0	0.6657325860688551	878	tt0099487	1990	116.0
Eight Legged Freaks	7372.0	3858.0	0.3435440783615316	2210	tt0271367	2002	25.0
El Dorado	10550.0	1110.0	0.09519725557461406	7075	tt0061619	1966	47.0
El cantante	3912.0	3175.0	0.44800338648229154	3986	tt0458522	2006	10.0
El mariachi	1543.0	697.0	0.3111607142857143	1137	tt0104815	1992	4.0
Election	15258.0	9754.0	0.38997281304973613	2214	tt0126886	1999	25.0
Elf	9051.0	1152.0	0.11290796824463394	4159	tt0319343	2003	249.0
Elizabeth	4597.0	3524.0	0.4339367073020564	7124	tt0127536	1998	55.0
Elizabeth: The Golden Age	3468.0	3848.0	0.5259704756697648	885	tt0414055	2007	20.0
Elizabethtown	3466.0	2111.0	0.3785189169804554	8835	tt0368709	2005	36.0
Elysium	5888.0	2686.0	0.3132726848612083	7763	tt1535108	2013	99.0
Emma	2958.0	8801.0	0.7484479972786802	5306	tt0116191	1996	43.0
Encrypt	5541.0	2461.0	0.30754811297175705	4163	tt0338963	2003	
End of Days	2297.0	1681.0	0.4225741578682755	6373	tt0146675	1999	114.0
End of Watch	7372.0	1156.0	0.13555347091932457	6522	tt1855199	2012	44.0
Enemy of the State	17154.0	2242.0	0.11559084347288101	2222	tt0120660	1998	207.0
Enough	6635.0	7418.0	0.5278588201807444	2226	tt0278435	2002	58.0
Enough Said	2121.0	5673.0	0.7278675904541956	5399	tt2390361	2013	18.0
Enter the Dragon	5024.0	107.0	0.020853634769050867	8532	tt0070034	1973	
Entrapment	9476.0	7164.0	0.4305288461538462	2227	tt0137494	1999	150.0
Equilibrium	2868.0	354.0	0.10986964618249534	2232	tt0238380	2002	1.0
Erik the Viking	13425.0	2809.0	0.1730319083405199	2234	tt0097289	1989	4.0
Erin Brockovich	5659.0	9126.0	0.6172472100101454	4169	tt0195685	2000	203.0
Escape from L.A.	3711.0	1179.0	0.2411042944785276	892	tt0116225	1996	49.0
Escape from New York	6196.0	500.0	0.07467144563918758	2239	tt0082340	1981	78.0
Eternal Sunshine of the Spotless Mind	10952.0	12312.0	0.5292297111416782	2240	tt0338013	2004	47.0
Even Cowgirls Get the Blues	10586.0	12248.0	0.5363930980117368	2243	tt0106834	1993	3.0
Event Horizon	13554.0	3944.0	0.22539718825008573	2244	tt0119081	1997	50.0
Everly	1979.0	2290.0	0.5364253923635511	8627	tt1945084	2014	
Everything Must Go	6222.0	316.0	0.04833282349342306	7937	tt1531663	2010	2.0
Evidence	2204.0	3252.0	0.5960410557184751	6093	tt1828970	2013	
Evil Angel	4784.0	2900.0	0.3774076002082249	4178	tt0892051	2009	
Evil Under the Sun	12573.0	7147.0	0.3624239350912779	4183	tt0083908	1982	13.0
Ex Machina	6455.0	1143.0	0.15043432482232166	5400	tt0470752	2015	26.0
Executive Decision	11168.0	610.0	0.051791475632535236	901	tt0116253	1996	135.0
Exodus: Gods and Kings	5467.0	114.0	0.020426446873320195	6918	tt1528100	2014	69.0
Exorcist: The Beginning	6269.0	843.0	0.11853205849268841	6148	tt0204313	2004	58.0
Extract	12887.0	2162.0	0.14366403083261348	2254	tt1225822	2009	12.0
Eyes Wide Shut	2387.0	708.0	0.22875605815831987	898	tt0120663	1999	95.0
Face/Off	3282.0	1433.0	0.3039236479321315	902	tt0119094	1997	212.0
Fallen	5534.0	780.0	0.12353500158378207	8845	tt0119099	1998	46.0
Family Plot	3559.0	2950.0	0.4532186203717929	7089	tt0074512	1976	
Fantastic Four	14088.0	3600.0	0.20352781546811397	2265	tt0120667	2005	210.0
Fantastic Mr. Fox	12442.0	864.0	0.06493311288140688	2266	tt0432283	2009	24.0
Fantastic Voyage	6266.0	604.0	0.08791848617176128	4198	tt0060397	1966	
Far from Heaven	3434.0	6403.0	0.6509098302327946	4199	tt0297884	2002	23.0
Far from the Madding Crowd	3473.0	3067.0	0.46896024464831804	5401	tt2935476	2015	12.0
Farewell to the King	3442.0	131.0	0.03666386789812483	8241	tt0097334	1989	5.0
Fargo	11894.0	4486.0	0.2738705738705739	2267	tt0116282	1996	48.0
Fast Times at Ridgemont High	4695.0	2799.0	0.3734987990392314	906	tt0083929	1982	
Fatal Instinct	12624.0	7694.0	0.3786790038389605	2273	tt0106873	1993	16.0
Father of the Bride	6507.0	3322.0	0.3379794485705565	5309	tt0101862	1991	184.0
Fear and Loathing in Las Vegas	22984.0	1382.0	0.05671837806779939	2276	tt0120669	1998	19.0
Fear of Clowns	4978.0	3594.0	0.419272048530098	4204	tt0362636	2004	
Feast	3433.0	1983.0	0.3661373707533235	910	tt0426459	2005	
Ferris Bueller's Day Off	4340.0	2152.0	0.3314849044978435	909	tt0091042	1986	164.0
Field of Dreams	13720.0	3298.0	0.19379480550005876	2282	tt0097351	1989	141.0
Fight Club	9364.0	1144.0	0.10886943281309479	912	tt0137523	1999	63.0
Final Destination	1971.0	908.0	0.31538728725251824	915	tt0195714	2000	86.0
Final Destination 2	2841.0	4968.0	0.6361890126776796	2294	tt0309593	2003	67.0
Final Destination 3	3947.0	4209.0	0.5160617949975478	7904	tt0414982	2006	71.0
Finders Keepers: The Root of All Evil	2046.0	1448.0	0.41442472810532344	4214	tt2219868	2013	
Finding Nemo	14258.0	4704.0	0.24807509756354815	2296	tt0266543	2003	549.0
Firestarter	2430.0	2282.0	0.48429541595925296	6539	tt0087262	1984	39.0
Five Easy Pieces	3042.0	3968.0	0.5660485021398003	916	tt0065724	1970	
Five Feet High and Rising	1419.0	769.0	0.35146252285191953	4218	tt0240507	2000	
Flags of Our Fathers	6856.0	149.0	0.021270521056388294	7154	tt0418689	2006	44.0
Flash Gordon	4042.0	1744.0	0.30141721396474247	2299	tt0080745	1980	
Fletch	5339.0	802.0	0.13059762253704607	917	tt0089155	1985	114.0
Flight	10519.0	2935.0	0.21815073584064218	2303	tt1907668	2012	102.0
Flightplan	2526.0	2691.0	0.515813686026452	4220	tt0408790	2005	121.0
For Colored Girls	1580.0	10597.0	0.8702471873203581	4221	tt1405500	2010	41.0
For Your Eyes Only	1599.0	248.0	0.13427179209528967	6100	tt0082398	1981	194.0
Forgetting Sarah Marshall	5746.0	3254.0	0.3615555555555556	8850	tt0800039	2008	76.0
Forrest Gump	7541.0	1549.0	0.1704070407040704	921	tt0109830	1994	686.0
Four Lions	9760.0	186.0	0.01870098532073195	7378	tt1341167	2010	
Four Rooms	16108.0	10102.0	0.38542541014879816	2311	tt0113101	1995	8.0
Fracture	20676.0	3612.0	0.14871541501976285	2314	tt0488120	2007	49.0
Frances	10906.0	15978.0	0.5943312007141794	2316	tt0083967	1982	14.0
Frankenstein	3374.0	425.0	0.1118715451434588	8521	tt0021884	1931	298.0
Frankenweenie	2952.0	1219.0	0.2922560537041477	5404	tt1142977	2012	38.0
Freddy vs. Jason	4595.0	3001.0	0.3950763559768299	2325	tt0329101	2003	118.0
Freddy's Dead: The Final Nightmare	2667.0	877.0	0.2474604966139955	6356	tt0101917	1991	72.0
French Connection II	2348.0	148.0	0.05929487179487179	6333	tt0073018	1975	
Frequency	12286.0	1154.0	0.08586309523809524	2331	tt0186151	2000	72.0
Friday the 13th	4532.0	3310.0	0.4220862024993624	2334	tt0080761	1980	121.0
Friday the 13th	4532.0	3310.0	0.4220862024993624	7174	tt0758746	2009	75.0
Friday the 13th Part III	2071.0	2374.0	0.5340832395950507	4235	tt0083972	1982	107.0
Friday the 13th Part VIII: Jason Takes Manhattan	3162.0	2432.0	0.43475151948516266	926	tt0097388	1989	31.0
Fried Green Tomatoes	1869.0	8796.0	0.8247538677918425	4241	tt0101921	1991	165.0
Friends with Benefits	3703.0	4084.0	0.5244638500064209	6042	tt1632708	2011	61.0
Fright Night	13916.0	3092.0	0.18179680150517405	2337	tt1438176	2011	20.0
From Dusk Till Dawn	18216.0	2016.0	0.099644128113879	2338	tt0116367	1996	20.0
Frost/Nixon	13136.0	492.0	0.03610214264749046	6965	tt0870111	2008	22.0
Frozen	3875.0	2922.0	0.42989554215094894	2343	tt2294629	2013	429.0
Frozen River	4134.0	9884.0	0.7050934512769297	2344	tt0978759	2008	3.0
Fruitvale Station	4226.0	2955.0	0.4115025762428631	2346	tt2334649	2013	17.0
Full Metal Jacket	14124.0	102.0	0.007169970476592155	2350	tt0093058	1987	103.0
Fun with Dick and Jane	1082.0	832.0	0.4346917450365726	4251	tt0369441	2005	149.0
Funny People	36278.0	7596.0	0.1731321511601404	2352	tt1201167	2009	60.0
G.I. Jane	4104.0	4267.0	0.5097359933102378	937	tt0119173	1997	91.0
G.I. Joe: The Rise of Cobra	10868.0	3173.0	0.2259810554803789	935	tt1046173	2009	174.0
Galaxy Quest	8030.0	1493.0	0.1567783261577234	4256	tt0177789	1999	122.0
Game 6	12176.0	3864.0	0.24089775561097257	2358	tt0425055	2005	
Gamer	1657.0	565.0	0.2542754275427543	939	tt1034032	2009	23.0
Gandhi	13387.0	623.0	0.04446823697359029	2368	tt0083987	1982	
Gang Related	21340.0	3588.0	0.14393453145057766	2370	tt0118900	1997	10.0
Gangs of New York	10005.0	1419.0	0.12421218487394958	942	tt0217505	2002	116.0
Gangster Squad	8474.0	991.0	0.10470153195985209	7849	tt1321870	2013	49.0
Garden State	13390.0	4784.0	0.2632331902718169	2374	tt0333766	2004	37.0
Gattaca	4982.0	458.0	0.08419117647058824	941	tt0119177	1997	23.0
Get Carter	3734.0	1142.0	0.23420836751435603	2380	tt0208988	2000	24.0
Get Hard	9330.0	1064.0	0.10236675004810468	7858	tt2561572	2015	93.0
Get Him to the Greek	11164.0	1154.0	0.09368403961682091	4260	tt1226229	2010	67.0
Get Low	11588.0	2008.0	0.1476904972050603	2382	tt1194263	2009	10.0
Get Shorty	18656.0	3092.0	0.14217399301085157	2384	tt0113161	1995	144.0
Get on Up	7328.0	264.0	0.03477344573234984	5408	tt2473602	2014	32.0
Ghost	11322.0	8604.0	0.43179765130984643	2389	tt0099653	1990	448.0
Ghost Ship	13070.0	2928.0	0.18302287785973248	2396	tt0288477	2002	45.0
Ghost Story	3924.0	769.0	0.16386106967824418	7324	tt0082449	1981	
Ghost Town	9996.0	2258.0	0.1842663620042435	7329	tt0995039	2008	15.0
Ghost World	9122.0	18692.0	0.6720356654921982	2399	tt0162346	2001	9.0
Ghostbusters	9140.0	1591.0	0.14826204454384492	7290	tt0087332	1984	592.0
Ghostbusters II	18706.0	4106.0	0.1799929861476416	2405	tt0097428	1989	245.0
Ginger Snaps	1640.0	7287.0	0.8162876666293267	953	tt0210070	2000	
Girl with a Pearl Earring	3916.0	4362.0	0.5269388741241846	5315	tt0335119	2003	16.0
Gladiator	15594.0	2778.0	0.15120836054866102	2408	tt0172495	2000	303.0
Gleaming the Cube	6508.0	1190.0	0.1545856066510782	8063	tt0097438	1989	6.0
Gloria	2212.0	2212.0	0.5	8572	tt0080798	1980	
Glory	7714.0	643.0	0.07694148617925092	8411	tt0097441	1989	58.0
Glory Road	11071.0	341.0	0.029880827199439186	8871	tt0385726	2006	56.0
Go	9704.0	4160.0	0.3000577034045009	2413	tt0139239	1999	28.0
Gods and Monsters	19588.0	3648.0	0.1569977620933035	2419	tt0120684	1998	11.0
GoldenEye	2103.0	899.0	0.2994670219853431	6099	tt0113189	1995	214.0
Gone Girl	4805.0	6451.0	0.5731165600568585	6271	tt2267998	2014	178.0
Gone in Sixty Seconds	8820.0	1362.0	0.13376546847377727	8050	tt0187078	2000	164.0
Good Luck Chuck	6023.0	449.0	0.06937577255871447	4286	tt0452625	2007	44.0
Good Night, and Good Luck.	7213.0	1438.0	0.16622355797017685	8881	tt0433383	2005	42.0
Good Will Hunting	19054.0	3352.0	0.14960278496831206	2427	tt0119217	1997	261.0
Goodfellas	11056.0	2996.0	0.21320808425846854	4292	tt0099685	1990	96.0
Gosford Park	5321.0	5387.0	0.5030818079940231	6515	tt0280707	2001	63.0
Gothika	5568.0	8680.0	0.6092083099382369	962	tt0348836	2003	85.0
Gran Torino	29092.0	4000.0	0.12087513598452798	2436	tt1205489	2008	179.0
Grand Hotel	22792.0	7978.0	0.2592785180370491	2438	tt0022958	1932	
Grand Theft Parsons	13876.0	3598.0	0.20590591736293923	2440	tt0338075	2003	
Grandma	818.0	6909.0	0.8941374401449463	5410	tt4270516	2015	7.0
Gravity	3089.0	2580.0	0.4551067207620392	2445	tt1454468	2013	293.0
Green Lantern	7545.0	1582.0	0.17333187246630877	8887	tt1133985	2011	128.0
Green Zone	6862.0	750.0	0.09852863899106673	4306	tt0947810	2010	38.0
Greenberg	7323.0	3554.0	0.32674450675737793	4308	tt1234654	2010	4.0
Gremlins	5460.0	1099.0	0.16755602988260407	971	tt0087363	1984	383.0
Gremlins 2: The New Batch	5219.0	2246.0	0.30087073007367715	973	tt0099700	1990	85.0
Grindhouse	4682.0	1654.0	0.2610479797979798	6140	tt0462322	2007	31.0
Grosse Pointe Blank	5227.0	1684.0	0.24366951237158155	974	tt0119229	1997	53.0
Groundhog Day	6221.0	2727.0	0.3047608404112651	975	tt0107048	1993	148.0
Hackers	10390.0	2180.0	0.17342879872712808	2462	tt0113243	1995	15.0
Hall Pass	15848.0	6302.0	0.28451467268623026	2465	tt0480687	2011	49.0
Halloween	2879.0	5183.0	0.6428925824857356	6836	tt0077651	1978	174.0
Halloween	2879.0	5183.0	0.6428925824857356	4311	tt0373883	2007	73.0
Halloween 4: The Return of Michael Myers	1966.0	1641.0	0.45494871084003324	4315	tt0095271	1988	37.0
Halloween 5	1727.0	2259.0	0.5667335674862017	6119	tt0097474	1989	25.0
Halloween H20: 20 Years Later	2308.0	2710.0	0.5400557991231566	4317	tt0120694	1998	102.0
Halloween II	1777.0	2095.0	0.5410640495867769	6837	tt0082495	1981	79.0
Halloween: Resurrection	2302.0	1774.0	0.4352306182531894	4319	tt0220506	2002	45.0
Halloween: The Curse of Michael Myers	3493.0	1552.0	0.3076313181367691	978	tt0113253	1995	30.0
Hanna	4759.0	5722.0	0.5459402728747257	2470	tt0993842	2011	44.0
Hannah and Her Sisters	18834.0	13660.0	0.42038530190188955	2472	tt0091167	1986	94.0
Hannibal	5343.0	2265.0	0.2977129337539432	6568	tt0212985	2001	253.0
Hannibal Rising	4024.0	737.0	0.15479941188825877	6315	tt0367959	2007	35.0
Hanover Street	6241.0	2936.0	0.31993026043369294	6958	tt0079268	1979	
Happy Birthday, Wanda June	10740.0	3219.0	0.23060391145497527	983	tt0067180	1971	
Happy Campers	7799.0	5265.0	0.40301592161665645	4328	tt0210094	2001	
Happy Feet	2677.0	222.0	0.07657813038978958	2483	tt0366548	2006	262.0
Hard Rain	6879.0	1009.0	0.1279158215010142	985	tt0120696	1998	36.0
Hard Times	5164.0	427.0	0.07637274190663566	8404	tt0073092	1975	21.0
Hard to Kill	3256.0	1302.0	0.2856516015796402	986	tt0099739	1990	97.0
Hardcore	6177.0	2132.0	0.2565892405825009	4333	tt0079271	1979	
Hardware	2983.0	661.0	0.1813940724478595	4334	tt0099740	1990	11.0
Harold & Kumar Go to White Castle	10055.0	868.0	0.07946534834752357	988	tt0366551	2004	25.0
Harold and Maude	4938.0	7877.0	0.61467030823254	4337	tt0067185	1971	
Harper	1346.0	910.0	0.4033687943262411	7607	tt0060490	1966	
Harry Potter and the Chamber of Secrets	14445.0	2440.0	0.1445069588392064	989	tt0295297	2002	392.0
Harry Potter and the Goblet of Fire	16212.0	3472.0	0.1763869132290185	2492	tt0330373	2005	393.0
Harry Potter and the Half-Blood Prince	10693.0	2249.0	0.17377530520785042	4339	tt0417741	2009	350.0
Harry Potter and the Prisoner of Azkaban	12268.0	3213.0	0.20754473225243847	992	tt0304141	2004	348.0
Harry Potter and the Sorcerer's Stone	6466.0	1582.0	0.19657057654075547	991	tt0241527	2001	488.0
Hatchet	2471.0	1140.0	0.31570202160066463	7175	tt0422401	2006	
Hatchet II	3977.0	743.0	0.15741525423728814	7176	tt1270835	2010	
Hatchet III	2403.0	2487.0	0.5085889570552147	7177	tt1870419	2013	
Hate Crime	4900.0	217.0	0.04240766073871409	4341	tt2257436	2012	
He's Just Not That Into You	11042.0	15708.0	0.587214953271028	2498	tt1001508	2009	109.0
Hearts in Atlantis	4116.0	1608.0	0.2809224318658281	6585	tt0252501	2001	37.0
Heat	4020.0	1098.0	0.21453692848769051	996	tt0113277	1995	134.0
Heathers	4299.0	6649.0	0.6073255389112167	4345	tt0097493	1988	2.0
Heaven Is for Real	6564.0	1859.0	0.22070521191974357	6045	tt1929263	2014	97.0
Heavenly Creatures	970.0	11060.0	0.9193682460515378	2505	tt0110005	1994	6.0
Heist	5664.0	927.0	0.1406463359126081	1001	tt0252503	2001	
Hellboy	5472.0	806.0	0.12838483593501115	7446	tt0167190	2004	82.0
Hellboy II: The Golden Army	8230.0	1999.0	0.19542477270505426	1002	tt0411477	2008	91.0
Hellraiser	4280.0	3084.0	0.418794133623031	2519	tt0093177	1987	32.0
Hellraiser III: Hell on Earth	2175.0	3040.0	0.5829338446788112	1006	tt0104409	1992	26.0
Hellraiser: Deader	3303.0	2225.0	0.4024963820549928	2524	tt0337636	2005	
Hellraiser: Hellseeker	4995.0	2402.0	0.32472624036771663	2529	tt0274546	2002	
Henry Fool	6800.0	1619.0	0.19230312388644732	1010	tt0122529	1997	2.0
Henry Poole Is Here	2886.0	2758.0	0.48866052445074415	4351	tt1029120	2008	2.0
Henry's Crime	10692.0	2965.0	0.2171047814307681	2534	tt1220888	2010	
Her	5009.0	5216.0	0.5101222493887531	4352	tt1798709	2013	27.0
Hercules	7445.0	1294.0	0.14807186176908113	5521	tt0119282	1997	187.0
Hereafter	4478.0	2583.0	0.36581220790256336	4353	tt1212419	2010	36.0
Hero	8604.0	3804.0	0.3065764023210832	4354	tt0104412	1992	40.0
Hesher	6109.0	3462.0	0.3617176888517396	2535	tt1403177	2010	
High Fidelity	31114.0	10270.0	0.2481635414653006	2536	tt0146882	2000	44.0
